timestamp,equity,cash,gross_exposure,net_exposure,leverage,volatility,drawdown,var,cvar,turnover,costs,realized_pnl,unrealized_pnl,positions,meta
2020-01-01T00:00:00+00:00,1000000.0,22.220952259434853,999977.7790477406,999977.7790477406,0.9999777790477407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-02T00:00:00+00:00,999802.6152419003,22.220952259434853,999780.394289641,999780.394289641,0.9999777746607974,0.0015666929475794784,0.00019738475809971678,0.0,0.0,0.0,0.0,0.0,-197.38475809971987,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-03T00:00:00+00:00,995636.1486390082,22.220952259434853,995613.9276867487,995613.9276867487,0.9999776816537951,0.030473451053598243,0.004363851360991822,0.0,0.0,0.0,0.0,0.0,-4363.851360991869,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-06T00:00:00+00:00,991221.9611879808,22.220952259434853,991199.7402357215,991199.7402357215,0.9999775822639838,0.03340195170718934,0.008778038812019218,0.0,0.0,0.0,0.0,0.0,-8778.038812019067,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-07T00:00:00+00:00,987108.7742576227,22.220952259434853,987086.5533053633,987086.5533053633,0.9999774888514429,0.03234004595857781,0.012891225742377332,0.0043802856225519495,0.004433534737626088,0.0,0.0,0.0,-12891.225742377279,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-08T00:00:00+00:00,980735.5382600366,22.220952259434853,980713.3173077772,980713.3173077772,0.9999773425644402,0.03734860760941843,0.019264461739963434,0.005950734520345918,0.006456467781252528,0.0,0.0,0.0,-19264.461739963383,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-09T00:00:00+00:00,974243.459700532,22.220952259434853,974221.2387482726,974221.2387482726,0.999977191581798,0.039361505812060105,0.025756540299467945,0.006570661469551186,0.006619601621679183,0.0,0.0,0.0,-25756.54029946789,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-10T00:00:00+00:00,976877.1718062474,22.220952259434853,976854.9508539881,976854.9508539881,0.9999772530744901,0.04992050721236597,0.023122828193752554,0.006562504777529854,0.006619601621679183,0.0,0.0,0.0,-23122.828193752448,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-13T00:00:00+00:00,982404.0420354935,22.220952259434853,982381.8210832342,982381.8210832342,0.9999773810455692,0.06359482442403583,0.017595957964506415,0.006554348085508521,0.006619601621679183,0.0,0.0,0.0,-17595.957964506422,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-14T00:00:00+00:00,976060.1474931606,22.220952259434853,976037.9265409012,976037.9265409012,0.9999772340338693,0.06401654186995025,0.023939852506839387,0.006546665255077156,0.006619601621679183,0.0,0.0,0.0,-23939.85250683934,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-15T00:00:00+00:00,973334.3557622132,22.220952259434853,973312.1348099539,973312.1348099539,0.9999771702785093,0.06106208707269305,0.026665644237786723,0.006538561214343597,0.006619601621679183,0.0,0.0,0.0,-26665.644237786648,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-16T00:00:00+00:00,976713.876044564,22.220952259434853,976691.6550923045,976691.6550923045,0.9999772492714556,0.06397046802304823,0.023286123955436056,0.006530457173610038,0.006619601621679183,0.0,0.0,0.0,-23286.12395543614,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-17T00:00:00+00:00,984027.6718232504,22.220952259434853,984005.450870991,984005.450870991,0.9999774183664792,0.07329747930039957,0.01597232817674965,0.00652235313287648,0.006619601621679183,0.0,0.0,0.0,-15972.328176749488,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-20T00:00:00+00:00,972308.98149462,22.220952259434853,972286.7605423606,972286.7605423606,0.99997714620282,0.08304138693021408,0.027691018505380027,0.008470857187879788,0.011908903239395197,0.0,0.0,0.0,-27691.018505379965,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-21T00:00:00+00:00,971159.7937439906,22.220952259434853,971137.5727917312,971137.5727917312,0.9999771191595838,0.08028940886853993,0.02884020625600936,0.008206392106993986,0.011908903239395197,0.0,0.0,0.0,-28840.206256009325,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-22T00:00:00+00:00,971522.498060301,22.220952259434853,971500.2771080416,971500.2771080416,0.999977127701825,0.07824487950549297,0.028477501939699,0.007941927026108186,0.011908903239395197,0.0,0.0,0.0,-28477.501939699076,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-23T00:00:00+00:00,956469.7094526498,22.220952259434853,956447.4885003904,956447.4885003904,0.9999767677407452,0.09155060602070533,0.04353029054735014,0.012625926507576745,0.015494019580302942,0.0,0.0,0.0,-43530.290547350145,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-24T00:00:00+00:00,957696.7953074193,22.220952259434853,957674.5743551599,957674.5743551599,0.999976797507971,0.09008335443637548,0.042303204692580754,0.012446670690531358,0.015494019580302942,0.0,0.0,0.0,-42303.20469258065,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-27T00:00:00+00:00,948378.089459152,22.220952259434853,948355.8685068925,948355.8685068925,0.999976569521685,0.09146770605773938,0.05162191054084808,0.012267414873485972,0.015494019580302942,0.0,0.0,0.0,-51621.91054084807,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-28T00:00:00+00:00,942589.6263370023,22.220952259434853,942567.4053847428,942567.4053847428,0.9999764256346149,0.08989504043916487,0.05741037366299773,0.012088159056440584,0.015494019580302942,0.0,0.0,0.0,-57410.3736629978,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-29T00:00:00+00:00,930389.4989000806,22.220952259434853,930367.2779478212,930367.2779478212,0.9999761165057369,0.09402586606995239,0.0696105010999194,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-69610.50109991932,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-30T00:00:00+00:00,931444.9302414749,22.220952259434853,931422.7092892154,931422.7092892154,0.9999761435684086,0.09459636392001604,0.0685550697585251,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-68555.06975852516,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-01-31T00:00:00+00:00,923077.7530729577,22.220952259434853,923055.5321206984,923055.5321206984,0.9999759273233643,0.09572941549639752,0.0769222469270423,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-76922.2469270422,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-03T00:00:00+00:00,923636.6420326021,22.220952259434853,923614.4210803426,923614.4210803426,0.9999759418896477,0.09684888817851377,0.0763633579673979,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-76363.35796739794,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-04T00:00:00+00:00,919152.1035659951,22.220952259434853,919129.8826137356,919129.8826137356,0.9999758245102489,0.09690557344822791,0.08084789643400492,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-80847.89643400494,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-05T00:00:00+00:00,912661.1192612385,22.220952259434853,912638.898308979,912638.898308979,0.999975652570499,0.09761236090329972,0.0873388807387615,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-87338.88073876157,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-06T00:00:00+00:00,907340.1651682106,22.220952259434853,907317.9442159513,907317.9442159513,0.9999755097888174,0.09742353087112979,0.09265983483178941,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-92659.83483178931,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-07T00:00:00+00:00,902599.1511569538,22.220952259434853,902576.9302046944,902576.9302046944,0.9999753811509451,0.09703160574056369,0.09740084884304623,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-97400.84884304623,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-10T00:00:00+00:00,903732.6235437426,22.220952259434853,903710.4025914832,903710.4025914832,0.9999754120282034,0.09601916568367022,0.09626737645625738,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-96267.37645625739,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-11T00:00:00+00:00,904075.203511134,22.220952259434853,904052.9825588745,904052.9825588745,0.9999754213452894,0.09140598736232133,0.09592479648886598,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-95924.79648886604,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-12T00:00:00+00:00,895284.7658458769,22.220952259434853,895262.5448936175,895262.5448936175,0.9999751800174569,0.0931388831262995,0.1047152341541231,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-104715.23415412311,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-13T00:00:00+00:00,890868.3536998581,22.220952259434853,890846.1327475987,890846.1327475987,0.9999750569742801,0.09306278143533221,0.10913164630014194,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-109131.64630014189,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-14T00:00:00+00:00,889529.6917527562,22.220952259434853,889507.4708004969,889507.4708004969,0.9999750194372764,0.08960330227765578,0.1104703082472438,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-110470.3082472437,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-17T00:00:00+00:00,884675.0768988335,22.220952259434853,884652.8559465741,884652.8559465741,0.9999748823575575,0.07900774572218122,0.11532492310116649,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-115324.92310116647,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-18T00:00:00+00:00,888481.3517268572,22.220952259434853,888459.1307745979,888459.1307745979,0.9999749899621233,0.08108269456153686,0.11151864827314273,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-111518.64827314275,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-19T00:00:00+00:00,885119.3520131768,22.220952259434853,885097.1310609173,885097.1310609173,0.9999748949650588,0.08036709874248087,0.11488064798682318,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-114880.64798682326,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-20T00:00:00+00:00,890388.0646077609,22.220952259434853,890365.8436555015,890365.8436555015,0.9999750435196263,0.08633118459901296,0.10961193539223912,0.01294320146969219,0.014218610524997566,0.0,0.0,0.0,-109611.93539223896,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-21T00:00:00+00:00,897314.3423248506,22.220952259434853,897292.1213725912,897292.1213725912,0.9999752361561481,0.08541273224234444,0.10268565767514937,0.009730329989541264,0.011336765729616727,0.0,0.0,0.0,-102685.65767514936,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-24T00:00:00+00:00,896601.104898286,22.220952259434853,896578.8839460267,896578.8839460267,0.9999752164567521,0.08443962151506917,0.10339889510171396,0.009730329989541264,0.011336765729616727,0.0,0.0,0.0,-103398.8951017139,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-25T00:00:00+00:00,893476.0439185095,22.220952259434853,893453.82296625,893453.82296625,0.9999751297727446,0.08114803352796489,0.10652395608149046,0.009723126606191568,0.011333164037941879,0.0,0.0,0.0,-106523.95608149056,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-26T00:00:00+00:00,887488.8143608889,22.220952259434853,887466.5934086295,887466.5934086295,0.999974961991746,0.08146246701932067,0.11251118563911111,0.009723126606191568,0.011333164037941879,0.0,0.0,0.0,-112511.18563911103,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-27T00:00:00+00:00,892136.777953302,22.220952259434853,892114.5570010425,892114.5570010425,0.9999750924378317,0.07752467029778032,0.10786322204669796,0.008983007901871343,0.009353067254031455,0.0,0.0,0.0,-107863.22204669807,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
2020-02-28T00:00:00+00:00,891403.1944439674,22.220952259434853,891380.973491708,891380.973491708,0.9999750719400627,0.07685914443101909,0.10859680555603257,0.008983007901871343,0.009353067254031455,0.0,0.0,0.0,-108596.80555603246,"{'AAA': 9999.0, 'BBB': 8391.0}",{}
